,param,convo_num,summary,classification
0,LongPrompt,0,"It sounds like you enjoy the relaxed feeling you get from smoking, but you don't like the smell it leaves. You would like to make a conscious choice to quit smoking, and you understand that this will require your willpower. You also recognize that this change will improve your health and appearance. Is this an accurate summary of what we discussed?",
1,LongPrompt,1,"Thank you for sharing your experiences with me. It sounds like you enjoy smoking because it provides you with a feeling of calm and relaxation. You also don't like the smell, and this has caused you to consider making a change in your smoking habit. You understand that making this change would require discipline and persistence, and that it would involve finding other ways to keep yourself busy. Is there anything else you would like to add to this summary?",
2,LongPrompt,2,"It sounds like you understand the benefits of smoking, such as stress relief, but you are also aware of the health risks associated with smoking and want to make a change. You would like to stop smoking among your friends and replace smoking with nicotine replacement therapy (NRT). This is a great step towards achieving your goal of quitting smoking, or reducing the negative effects it has on your health. Does this summary of our conversation accurately reflect your experiences and thoughts?",
3,LongPrompt,3,"It sounds like you don't enjoy the negative effects of smoking on your health, and you want to make a change in your habit. You want to find a suitable replacement habit, and you believe this will help you achieve the goal of quitting smoking altogether. Is this an accurate summary of our conversation so far?",
4,LongPrompt,4,"It sounds like you enjoy the taste of tobacco and are looking for ways to relax, but are also concerned about the health effects of smoking. You would like to reduce the number of cigarettes you smoke in order to improve your health and smell. You know that making this change will require discipline. Is that an accurate summary of our conversation so far?",
5,LongPrompt,5,"It sounds like you enjoy the flavor and relaxation that smoking provides, but you are concerned about the health damage that it can cause. You'd like to reduce the number of cigarettes you smoke, and you believe that making this change will lead to better health and odor. You know that this change will require discipline in order to be successful. Is there anything else I'm missing?",
6,LongPrompt,6,"Yes, it sounds like you understand the importance of reducing your smoking and the potential impact it can have on your physical health. You've expressed a desire to make this change by slowly reducing the amount you smoke each day. Is there anything else you'd like to add that I may have missed?",
7,LongPrompt,7,"It sounds like you want to relax and unwind using cigarettes, but you're also aware of the addiction they can cause. You want to reduce the number of cigarettes you smoke per day and achieve this by smoking in the morning and at night. Does this summary of our conversation accurately reflect what you have told me so far, and is there anything else you would like to add?",
8,LongPrompt,8,"It sounds like you're feeling conflicted about your smoking habit. You like the buzz you get from it, but you also don't want to harm your health. You want to make a change by gradually reducing the number of cigarettes you smoke and then eventually quitting, and you believe this will improve your life. You understand that you'll need to create a plan with a specific number of cigarettes you're allowed to smoke each day. Is there anything else that you would like to add to this summary?",
9,LongPrompt,9,"It sounds like you're feeling frustrated by the effects of your smoking habit on your health, and you want to make a change by quitting smoking completely. You recognize that quitting smoking will require you to find other ways to cope with stress and fill your time, and you're willing to put in the effort to make the change. Is that an accurate summary of what we've discussed?",
10,LongPrompt,10,"It sounds like you're aware of both the positive and negative aspects of smoking, and that you want to reduce your consumption. You want to make changes to your smoking habit that will lead to more happiness and less negative effects. You understand that reducing your tobacco use will require a few steps to make it successful. Is that accurate? Is there anything else you'd like to add?",
11,LongPrompt,11,"It sounds like you feel smoking punctuates your day, giving you a sense of control and comfort. You also suspect that smoking makes you feel more tired, which affects your daily activities. You are not interested in changing your smoking habit right now, but you acknowledge that quitting smoking could be beneficial in the future. Does this summary adequately reflect our conversation and is there anything else you'd like to add?",
12,LongPrompt,12,"Yes, that makes sense. It sounds like you would like to change your smoking habit by making a point to go out with friends who don't smoke more often and by making yourself not smoke when you are with friends who are smoking. This would help you become more comfortable with not smoking in social situations and reduce the internal pressure you feel to do the same as your friends. Does this summary capture your thoughts and experiences accurately?",
13,LongPrompt,13,"It sounds like you find smoking to be an effective way to help you manage stress, but you don't like the smell. You want to reduce your smoking habit, but you are uncertain of how to do that. You need to find the motivation to take the steps necessary to make this change. Does this accurately summarize what we have discussed so far?",
14,LongPrompt,14,"Yes, that makes sense. So, to summarize, you enjoy the feeling of relaxation that comes with smoking, but dislike the smell of cigarette smoke. You would like to reduce or stop smoking because of the cost, and believe that this will have a positive financial effect. You think that if you can see the yearly cost of smoking, it will motivate you to quit. Is that an accurate summary of our conversation so far, and is there anything else you'd like to add?",
15,LongPrompt,15,"It sounds like you enjoy the feeling of relaxation that smoking provides, but you dislike that it's bad for your health. You want to make a change in your smoking habit and eventually quit completely. You understand that by making this change, you will be healthier and less likely to rely on cigarettes. You plan to cut down on smoking to reach this goal. Is this an accurate summary of what we've discussed?",
16,LongPrompt,16,"Thanks for being so open about your experiences with smoking. I understand that you enjoy the feeling of inhaling and letting the cigarette smoke go. At the same time, you are aware that you are spending a lot of money on your habit. You want to reduce the number of cigarettes you smoke from 10 to 5 cigarettes per day, and you believe that by doing so, your health and appearance will improve. Is this a good summary of what we discussed so far, or is there something else you would like to add?",
17,LongPrompt,17,"It sounds like you enjoy the feeling of smoking, as well as some of the social aspects. You also don't like how expensive it is and that it makes you smell bad. You would like to reduce the amount of cigarettes you smoke each day, and eventually quit smoking and switch to vaping. You are unsure how much better it will make you feel, but you think you will benefit in the long run. To make this change, you feel you need to gradually reduce the amount you smoke until you are comfortable with the amount. Does this summary capture what you said accurately?",
18,LongPrompt,18,"It sounds like you are aware of the enjoyment you get from smoking, but also recognize the negative effects that come with it. You want to improve your smoking habit by reducing the amount you smoke when drinking alcohol, so that you don't wake up with a bitter taste in your mouth and feeling bad. You understand that making this change will require self-control and discipline. Does that accurately capture your experience and goals?",
19,LongPrompt,19,It sounds like you really want to make a change in your smoking habit and that reducing the amount of cigarettes you smoke is the first step to achieving this. You're looking to feel better physically and mentally by making this change. Does this summary of what we've discussed accurately capture your thoughts and feelings?,
